BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings
30127,Witch: Stjernespillet,2005,"In Witch - Stjernespillet (Witch - The star game), players compete to reach the center of the playing field.&#10;&#10;The sign cards tell whether the player should move forwards or backwards, and the number cards is played by the player to say how many squares she or he wants to move.&#10;&#10;If a heart square is reached, the player must see if his or her sign of the zodiac matches one on the topmost dream boy card.&#10;&#10;Contents:&#10;&#10;Game board&#10;38 sign cards&#10;38 number cards&#10;12 sign of the zodiac cards&#10;12 dream boy cards&#10;Four pawns&#10;&#10;",2,4,0,0,0.0,0.0,0
242063,Pokémon TCG: World Champions Pack Expansion,2007,User summary&#10;&#10;World Champions Pack is a Japanese-language expansion roughly corresponding to the contemporaneous English-language expansion EX Power Keepers.&#10;&#10;The expansion includes 108 cards.&#10;&#10;,2,2,20,0,6.0,0.0,1
174430,Gloomhaven,2017,"Gloomhaven  is a game of Euro-inspired tactical combat in a persistent world of shifting motives. Players will take on the role of a wandering adventurer with their own special set of skills and their own reasons for traveling to this dark corner of the world. Players must work together out of necessity to clear out menacing dungeons and forgotten ruins. In the process, they will enhance their abilities with experience and loot, discover new locations to explore and plunder, and expand an ever-branching story fueled by the decisions they make.&#10;&#10;This is a game with a persistent and changing world that is ideally played over many game sessions. After a scenario, players will make decisions on what to do, which will determine how the story continues, kind of like a &ldquo;Choose Your Own Adventure&rdquo; book. Playing through a scenario is a cooperative affair where players will fight against automated monsters using an innovative card system to determine the order of play and what a player does on their turn.&#10;&#10;Each turn, a player chooses two cards to play out of their hand. The number on the top card determines their initiative for the round. Each card also has a top and bottom power, and when it is a player&rsquo;s turn in the initiative order, they determine whether to use the top power of one card and the bottom power of the other, or vice-versa. Players must be careful, though, because over time they will permanently lose cards from their hands. If they take too long to clear a dungeon, they may end up exhausted and be forced to retreat.&#10;&#10;",1,4,60,120,8.57991,8.34423,63103
56014,Numéro 10,1998,"Num&eacute;ro 10 is a soccer game. 2 players try to score with tactical moving of their players.&#10;A player can choose to move a player, the ball or a player with the ball. The other player has to defend by placing players in the lines before his opponent.&#10;&#10;Play 2x 45', like a real match.&#10;This game self-published with superb materials.&#10;&#10;",2,2,90,90,7.0,0.0,1
264137,Folklore: The Affliction – Transformed Sage Promo Card,2018,"This promo card adds a new animal companion to the game.&#10;&#10;""+1 Occult, immune to transformed, your first attack each round gains vorpal.&#10;Animal (Meele)""&#10;&#10;The card ID is C0#FX01&#10;The promo card was available at Spiel 2018 in Essen.&#10;&#10;This promo was also included in the Folklore Missing Card Pack (GNEFL47).&#10;&#10;",1,5,90,120,7.875,0.0,16
28856,Cornu,2001,"The game has a plastic version of a cornucopia (horn) into which various objects are placed. There  are 6 different objects: a wooden marble, a wooden cylinder, a wooden block, a bell, a metal marble and a piece of cloth. There is also a set of 40 cards which have photos of different mixes of the objects and also a '?' allowing for your own object.&#10;&#10;4 cards are turned over and one player secretly chooses one of the cards and fills the horn with the objects shown in that picture. The horn is closed and the next player shakes it and tries to guess which card has been used by the sounds that are made.&#10;&#10;The game is intended to develop the ability to pick out different sounds. The original 2001 prototype made by Reinhold Wittig (titled Das F&uuml;llhorn) had an African animal horn which was filled.&#10;&#10;",3,6,30,30,5.75,0.0,4
258818,Connect 4: Shots,2018,"Bounce 'em in for the win! The Connect 4 Shots game is fast-paced, rapid-fire fun in a race to get 4 shots in a row! Count down to start: 1-2-3&hellip;bounce! Two players bounce the lightweight, colorful balls into the grid at the same time. Remember, the balls must hit the table before going in. Keep bouncing balls until a player gets 4 in a row of their color for the win. Then when the game is over, fold the grid into a handy storage case.&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,2,0,0,6.03111,5.52182,111
299179,Chancellorsville 1863,2020,"Chancellorsville 1863 is a card-driven game on the American Civil War Battle of Chancellorsville. Playable by 1 to 2 players in 1 hour, the game comes with a card-driven solitaire engine.  Designed by Maurice Suckling (designer of Freeman's Farm 1777), the game uses many of the concepts from that game.  However, added hidden movement, much more maneuver, and other design tweaks make this a truly unique game.&#10;&#10;Each turn players will play 1 of their 3 in-hand formation cards to maneuver or attack enemy forces, gaining momentum cubes based on the formation activated.  Each formation is a Confederate division or Union corps.  Each formation card will allow a major and possibly an additional minor activation, major allowing two moves for a formation while the minor allows one move.  After each formation moves combat can occur if a move ends in a location with an enemy formation.  Tactic cards may be played during the formation's activation giving it movement or combat bonuses.&#10;&#10;At the end of the formation card activation players may spend their momentum cubes to buy tactics cards which may give them benefits in combat or movement in future turns.&#10;&#10;Players then draw a new formation card refilling their hands to 3.  Hooker, Lee, and Jackson have bonuses that can be played once a game, adding to movement and combat.&#10;&#10;Victory is determined by destroying enemy formations through morale/strength loss, or the Union occupying the three victory locations which represent cutting off the Confederate army from Richmond.&#10;&#10;Additional rules allow for fixed defensive positions, Jackson's Flank March -- and even his death.&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,2,45,90,7.7839,5.67695,188
38505,Tumbili,2000,"A fun family game. Goal: To be the first to reach the top of the tree with three peanuts.&#10;&#10;You will need to guard against predators! And earn peanuts by getting to the end of the branches or by collecting families of monkeys.&#10;&#10;Un jeu tr&egrave;s rigolo pour jouer en famille. Pour gagner, il faut arriver le premier en haut de l&rsquo;arbre avec trois cacahu&egrave;tes. &#10;Gare aux pr&eacute;dateurs. &#10;On attrape ces fameuses cacahu&egrave;tes soit au bout des branches ou en reconstituant des familles de singes. &#10;Mais gare aux pr&eacute;dateurs et vive les r&eacute;gimes de bananes et les noix de coco.&#10;&#10;",2,5,0,0,4.0,0.0,1
35757,Factories in Flames,2008,"(from the World in Flames: 2008 Annual:)&#10;&#10;FiF is an optional rule which introduces variety and greater detail into the construction and repair of units, as well as adding new units and options, yet adding little more complexity to the game (in some cases it's even simpler). &#10;FiF can also be played with America in Flames and Patton in Flames.&#10;&#10;&#10;Supplement for the World in Flames family, included in the World in Flames: 2008 Annual.&#10;Contains 200 counters and production charts for all the playing countries.&#10;&#10;",2,2,1000,1000,7.39474,0.0,19
283772,Drop the Beat,2019,"Time to make those secret dreams of hip hop superstardom a reality with this hysterical game of raps and rhymes!&#10;&#10;Players take turns picking up topic cards to rap about- anything from birthdays or bodybuilders to Santa or spaceships- and a Worrrd Card containing a random word they can include in their rap to win an extra bonus point.&#10;&#10;With thirty seconds on the clock, it's time to grab the mic and let the beat flow. Be warned though! The other players can buzz the rapper out for pausing too long, getting tongue-tied or for messing up their rhymes.&#10;&#10;&mdash;description from the publisher&#10;&#10;",4,8,30,30,2.0,0.0,1
224543,Triangle Maker,2017,"Triangle Maker is an abstract strategy game in which two to four players compete by forming triangles.  Players use the thirteen pieces to make triangles to score points.  This educational board game is a fun way to hone players&rsquo; creativity, spatial awareness, critical thinking, and concentration.&#10;&#10;The two movable pieces are the game changers of Triangle Maker.  Clever use of these pieces can tip the balance to your side and name you the ultimate victor!&#10;&#10;The goal of the game is to make the most and/or biggest triangles with the pieces available to earn the most points.  Every newly formed triangle adds to your score.  However, there is one rule:  You cannot place pieces where the same colored lines overlap.&#10;&#10;There are four different ways to play Triangle Maker:&#10;&#10;1. Card Game&#10;&#10;a. Shuffle the cards&#10;b. When it is your turn, draw the first card and place the corresponding piece onto the board. (Earn tokens based on the number or size of the triangle[s] made)&#10;c. You can use either of the movable pieces during your turn instead of drawing your next card.&#10;d. Whoever gets the most points wins!&#10;&#10;2. Strategy Card Game&#10;&#10;a. Shuffle the cards and draw two cards.&#10;b. When it is your turn, use one of the pieces on the drawn cards and place it onto the board. (Earn tokens based on the number or size of the triangle[s] made)&#10;c. During the next turns, remember to draw a card to replace the one used and then repeat the above step.&#10;d. Whoever gets the most points wins!&#10;&#10;3. No-Card Game&#10;&#10;a. When it is your turn, place any piece onto the board.  (Earn tokens based on the number or size of the triangle[s] made)&#10;b. Whoever, gets the most points wins!&#10;&#10;4. Obstruction Game&#10;&#10;a. While keeping only the movable pieces, transfer all your pieces to another player.&#10;b. When it is your turn, the other player will choose the piece he/she wants you to place onto the board.  (Earn tokens based on the number or size of the triangle[s] made)&#10;c. When it is the other player&rsquo;s turn, select the piece that would be most disadvantageous for him/her.&#10;d. You can use either of the movable pieces during your turn instead of accepting the other player&rsquo;s pieces.&#10;e. Whoever gets the most points wins!&#10;&#10;Scoring&#10;&#10;1. Small triangle is worth 1 point each.&#10;2. Large triangle is worth 4 points each.&#10;3. Giant triangle is worth 9 points each.&#10;&#10;    It is possible to earn more points by forming multiple triangles in one turn.&#10;&#10;&#10;",2,4,15,30,0.0,0.0,0
37978,Buried Treasure,2008,"You have to play cards from your hand to build other players buried treasure. Each round one player gets to dig for treasure from his buried treasure pile, whatever he finds is his to keep but beware turn over the wrong card and another player may steal the remaining treasure or the rest of the dig may be washed away by a flood. A nice pile with lots of cards may be also full of cards from players trying to steal. Easy enough for children to play.&#10;&#10;",3,6,20,20,7.0,0.0,1
174994,Heroes of Normandie: Achtung! Cthulhu,2014,"An Achtung! Cthulhu expansion for the Heroes of Normandie base game. Note that this Heroes of Normandie expansion predates Shadows over Normandie. The idea later evolved into the Shadows over Normandie base game.&#10;&#10;Contains:&#10;&bull; 3 double-sided special terrain tiles (a graveyard and two dungeons, the other sides have regular grassland and forests).&#10;&bull; 2 units punchboards&#10;&#10;",2,2,60,0,7.4375,0.0,24
21045,Smarte Penger,2005,The players try to get control in actual Norwegian companies. Most of the shares in the companies are sold in open or sealed auctions.&#10;&#10;,2,6,120,120,4.0,0.0,4
38018,Jorune,2004,"""Board & card game for 2+ players. Takes place in the 'Jorune' RPG universe. Each player controls a young human (Tauther) from the realm of Burdoth, wishing to become a Citizen (Drenn). This requires a quest (Tothis). During the quest the Tauther will acquire marks on their Tablet (& Challisk) called Copra.""&#10;&#10;The object of the game is to be the first player to accumulate 20 Copra.&#10;&#10;",2,0,0,0,0.0,0.0,0
218863,TA-KE,2017,"Japan in the late Middle ages. Acting as shoguns, players in TA&#226;&#128;&#144;KE try to consolidate their power and expand their influence in the empire. To this end, you select people that you appoint to the emperor's court. But is the person chosen well and are their skills currently useful to the shogun? Only if you use clever tactics, plan ahead, and keep a close eye on your opponent can you assert your position at court and thus win the game.&#10;&#10;",2,2,30,30,6.80265,5.64565,283
130817,Knights of Ten: Strategic,2012,Knights of Ten: Strategic includes four copies of three new cards that can be added to your Knights of Ten deck. These cards are:&#10;&#10;&#10;     Negate: Negate the last card played.&#10;     Draw Two: Draw two cards.&#10;     Mirror: Copy the last card played.&#10;&#10;&#10;,2,4,30,30,7.0,0.0,4
127325,Rock & Pop-Quiz,2011,Trivia game about rock and pop music.&#10;&#10;71 entertaining and educational riddles about movies. Three answers to each question. Answer correctly and get the card as a point. Player with the most points at the end of the game is the winner.&#10;&#10;,1,8,0,0,0.0,0.0,0
125130,UMassopoly,0,"This is a Monopoly clone from Late from the Sky, a publisher that specializes in themed Monopoly games. All the deeds, spaces on the board and cards feature campus landmarks and traditions from University of Massachusetts.&#10;&#10;Players roll dice to determine how far they move.  Landing on a space gives the player the option of buying the property.  When a player collects all the properties in one color group, the properties can be improved by building. When players land on a space owned by another player they must pay rent.  Rent is determined by the location of the property and the number of improvements on the space. Some spaces instruct a player to draw a card which can be beneficial or harmful to the player. Players must avoid going bankrupt to stay in the game.  The winner is the last player left in the game.&#10;&#10;",2,5,60,60,0.0,0.0,0
270439,Race for the Galaxy: Expansion and Brinkmanship,2022,"As empires expand into space, they encounter mysterious alien artifacts and races uplifted to sentience eons ago. Meanwhile, Imperium factions provoke other worlds to ally and rebel as the galaxy drifts towards war.&#10;&#10;Can you build the most prosperous space empire in these challenging times?&#10;&#10;Expansion and Brinkmanship bundles 3 previously published expansions, The Gathering Storm, Rebel vs Imperium, and The Brink of War into a single product, compatible with 1st and 2nd Edition Race for the Galaxy.&#10;&#10;",1,6,30,60,8.49345,5.92281,370
270002,In Her Majesty's Name: The Rise of Akhenaton,2019,"In Her Majesty's Name: The Rise of Akhenaton is set in a Steampunk world of 1895, the players represent the major nations of the Victorian era competing for both mechanical & mystical advantage.&#10;&#10;Three decks of cards (Destination, Mission & Adversary) create challenges all around the world and the players compete to accumulate Fame Points by travelling to destinations and claiming the cards for successfully completing the challenge at that location.&#10;Challenges involve Shooting, Fighting or Mystic traits; they are resolved using a dice roll adjusted by skill level, 'Operation' cards played and money spent.&#10;&#10;During a challenge all players can opt to play cards to either help or hinder the current player.&#10;Six of the challenges in the game involve the 'Regalia of Ra', if players obtain these items they increase their Mystic powers.&#10;However Akhenaton&rsquo;s agents are also searching for the Regalia of Ra and on every player&rsquo;s turn all regalia in play will move towards their headquarters in Cairo, if a regalia item reaches Cairo then Akhenaton claims it.&#10;&#10;When the sixth regalia item is revealed Akhenaton himself appears on the board and moves on London, if he reaches London he wins, if he is defeated then the player with the most Fame Points wins.&#10;&#10;&mdash;description from the designer&#10;&#10;Feedback from playtester Mark T&#10;&ldquo;it&rsquo;s an atmospheric, retro experience with simple, fast, well balanced, logical game play. We all loved the subtle balance of co-op and every man for himself. The pain of taking one for the team by compromising an intended mission to help someone else pick up a Regalia rather than let it get to Cairo makes for some fantastic gameplay with all the deal making/breaking that goes with that.&#10;The end game is a lovely ramping of tension and the option of going for total loss rather than helping someone who has previously screwed you over win outright is also a very nice/nasty touch.&rdquo;&#10;&#10;",2,6,90,120,9.66667,0.0,3
140037,Monopoly: Sevilla,0,"A monopoly (from Greek monos &mu;&#207;&#140;&nu;&omicron;&sigmaf; (alone or single) + polein &pi;&omega;&lambda;&epsilon;&#225;&#191;&#150;&nu; (to sell)) exists when a specific person or enterprise is the only supplier of a particular commodity.&#10;&#10;Monopoly is a roll-and-move game where players move around the game board buying or trading properties, developing their properties with houses and hotels. When opponents land on players owned property, the owning player collects rent from the landing player. Owning sets of properties increases the rent paid to the player who owns them, by the player who lands on the square. The ultimate goal is to have the most money and drive opponents into bankruptcy.&#10;&#10;The classic Monopoly with constructions and other elements from Sevilla, in Spain.&#10;&#10;",2,8,90,90,5.33333,0.0,6
155025,The Magnates: A Game of Power,2014,"The MAGNATES: A Game of Power, a.k.a. Bo&#197;&#188;e Igrzysko: MAGNACI, presents the history of Polish-Lithuanian Commonwealth, from its heyday during the Union of Lublin (XVI century) until the collapse of the state (XVIII century). Players take on the roles of the magnates, who seek to develop the power of their families in the favorable time: the peak of the Polish and Lithuanian Union.&#10;&#10;Each player has a deck of cards that depicts celebrities of his family. Some of them are capable of great deeds and some will spoil any project with which they are entrusted &mdash; but with a good player's decisions, even those small souls could do a lot for his family.&#10;&#10;During the game, players manage the deck of their characters to achieve, in competition with others, as much as possible on each of the planes of life of the Republic. The fate of the country results from the sum of the activities of the most powerful aristocratic families. If the players fall into a mutual fight for titles and advantages, the Republic will fall under the pressure of neighboring powers.&#10;&#10;This game for 2-5 players with a game time not exceeding 90 minutes reimplements Martin Wallace's Bo&#197;&#188;e Igrzysko from 2010, using the same principal title in Polish edition under an agreement with the author.&#10;&#10;From the back of the game box:&#10;&#10;The MAGNATES: A Game of Power is a strategic board game for 2-5 players which is fast and full of historical atmosphere and rich interactions. It takes you into the world of aristocratic intrigues and struggles for power which tore the Polish-Lithuanian Commonwealth from its heyday during the Union of Lublin, until the Targowica Confederation and the fall of the Polish-Lithuanian state.&#10;&#10;Players take on the roles of magnates who seek to develop their own family's power in a moment favorable to fortune: the prime of the Union of Poland and Lithuania. The most eminent families fight for prestige and landed estates: the Lubomirski, the Potocki, the Radziwi&#197;&#130;&#197;&#130;, the Sapieha and the Zamoyski.&#10;&#10;Each player has a deck of cards depicting well-known personages from a given family. Some of these characters are outstanding people, capable of great deeds. But there are also less useful people, able to spoil any undertaking entrusted them... unless, thanks to the player's decisions, even those lesser ones will do much for the family.&#10;&#10;During the game, players will manage their deck of characters so that, in competition with others, they can achieve as much as possible on each of the planes of life of the Commonwealth. Players will clash during the creation of the state's internal policy, as well as in response to external threats and opportunities arising from the international situation. And so, as it happened in reality, the fate of the country will be the result of the sum of actions of the most powerful aristocratic families. If the players lose themselves in a mutual fight for titles and advantage, the Commonwealth will collapse under the pressure of the neighboring powers.&#10;&#10;In MAGNATES, players will face many dilemmas. The most prominent members of the family will ensure beneficial rights in the Sejm and prestigious positions in the Senate. Moreover, they comply with the Monarch's will easily, and thanks to them the family will gain estates and power. But how will a player handle the remaining challenges? Who will undertake an expedition to Livonia? Will the troops protecting the country against enemy invasion, in the absence of other candidates, be again led by incompetents (like ""peryna, latyna and dytyna&rdquo;)? Will there be enough determination to hasten to the relief of Vienna? Will the players succeed in saving the Homeland from partitioning?&#10;&#10;Is your Family ready for a Game of Power?&#10;&#10;",2,5,90,90,6.74831,5.77768,674
125133,UCLAopoly,0,"This is a Monopoly clone from Late from the Sky, a publisher that specializes in themed Monopoly games. All the deeds, spaces on the board and cards feature campus landmarks and traditions from UCLA.&#10;&#10;Players roll dice to determine how far they move.  Landing on a space gives the player the option of buying the property.  When a player collects all the properties in one color group, the properties can be improved by building. When players land on a space owned by another player they must pay rent.  Rent is determined by the location of the property and the number of improvements on the space. Some spaces instruct a player to draw a card which can be beneficial or harmful to the player. Players must avoid going bankrupt to stay in the game.  The winner is the last player left in the game.&#10;&#10;",2,5,60,60,3.5,0.0,2
132229,Rogues to Riches,2012,"The lighting is dim, the bartender is giving the counter one last wipe as he suspiciously eyes your table. You give him a glance to let him know that you aren&rsquo;t planning on leaving any time soon. The people you are with represent the best of the criminal underground - thieves, bandits and burglars who have seen and done it all.&#10;&#10;---&#10;&#10;Rogues to Riches is a game of hilarious creativity and problem solving. You must create your own plan to get through the Traps in each Lair and steal the Riches. You have four Gear cards and you can use them in any way you want - there is no right or wrong answer. Describe your plan to the other players and they will give you thumbs up if they like it or thumbs down if they don't.&#10;&#10;The Fate Roll determines if you succeed or not. Roll two dice, add the thumbs up you get and subtract the thumbs down you get, and if the result is a 9 or higher your plan works. If you want to steal the Riches you need a funny, clever, and convincing plan!&#10;&#10;",3,5,60,120,8.3,5.53603,75
38009,Guerres secrètes,1985,"The goal of the game is to put all your 5 pawns onto the board, avoiding all the traps your opponents set. &#10;Each player chooses the character of his pawns (Kang, doctor Octopus, Magneto, doc Fatalis) and get 5 identical pawns with a drawing of this character. At the beginning of the game all players must be upon the same secret base (red or blue): they choose their places upon their secret cards. Pawns are moved accordingly to the result of the two dices in any direction. Any time a pawn reaches his secret base, his owner surrounds a new square on his secret card. But if he crosses a square surrounded by one of his opponents, he falls into a trap and must go back to his base, while the trapper(s) puts one of his tokens upon this square, and chooses another trapped square.&#10;&#10;",2,4,40,40,5.0,0.0,4
292394,DIE in the Dungeon!,2020,"DIE in the Dungeon!&#10;A solo game of DIE-namic dungeon crawling, where you are the dungeon monster!&#10;&#10;GAME SUMMARY&#10;You are a powerful creature, used to being in control, others in constant fear of you.  Without warning you were taken away from your lands by a spell, cast by mighty wizard that even you could not stop. Now you find yourself in an unknown dungeon, full of weaker monsters and annoying adventurers.  You decide to find your way out of this dungeon, willing to destroy anything that gets in your way.&#10;&#10;WINNING the GAME&#10;You win the game once you have defeated all Hero's that are in the Dungeon. &#10;You lose the game if, at the end of any turn, you have 0 Time, 0 Health, or a dungeon tile result states that you lose the game.&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,2,30,60,6.59732,5.54157,97
17125,Ars Mysteriorum,2005,"In Ars Mysteriorum, each player participates in King Florim's Alchemy Apprentice Competition. As an apprentice, you will vie to see who can earn the most money by the end of the competition. You will barter favors for basic elements such as Brimstone, Verdigris, and Salt. You will use those elements not only to gain entrance into Masters' tents but to demonstrate to the Masters your ability to successfully complete a recipe. For an alchemist, they are simple recipes like turning lead into gold or sand into rubies. As you complete the recipes, they are added to your Recipe Book, and you are paid at the end of each day for the best combinations of recipes. When the competition is over, the apprentice with the most money will be declared a new Master Alchemist.&#10;&#10;(From the publisher's description.)&#10;&#10;",3,5,90,120,6.37893,5.55662,152
145122,Terror Of The Skies!: The Airship Pirate Board Game,2013,"From the steampunk sky-cities of Isla Aether and High Tortuga come the airship pirates.You hoist the Jolly Roger, spin your propellers and take to the skies. Yours is a life of adventure, plunder and infamy.&#10;&#10;The American wilderness lies below. Beast-haunted wastelands are criss-crossed by the tracks of the freedom-loving Neobedouins. Armoured railroads connect the Emperor's widely scattered domains.&#10;&#10;In the walled, fog-shrouded cities, people huddle in forced Victorian squalor, lorded over by the upper classes. The Emperor's clockwork policemen patrol the streets and the ultimate threat of the Change Cage hangs over those who would rebel. Rising from the dockyards, the frigates of the Imperial Air Navy patrol the clouds, hunting pirates and threatening the sky-cities.&#10;&#10;Terror of the Skies! The Airship Pirate Game is an easy to learn family-friendly game set in the fantastical steampunk world of Abney Park's music, as featured in the novel The Wrath Of Fate, and the award winning RPG Airship Pirates.&#10;&#10;",2,5,60,60,5.57143,0.0,7
220234,Time Breaker,2019,"In Time Breaker, you work for the security division of the Time Repair Agency. A Time Breaker has gotten loose, and you must apprehend them before they do any serious damage to the space-time continuum. Soon they will begin closing down the time doorways we need to use to pursue them. The agent who brings in this perp will get a promotion, and thus win. Quick everybody, into the time machine!&#10;&#10;",2,5,5,30,6.48744,5.5217,62
136493,Ugolki,0,"This is a game related to Halma or Chinese Checkers played on an 8x8 board. Each player of 2 players starts with 16 pieces in a 4x4 quarter of the board in a corner. No captures are made, but pieces can move vertically or horizontally only either jumping in an empty space immediately beyond an adjacent piece or into an adjacent empty square. If a jump is made, the same piece can jump again indefinitely i the board position permits. A win is either by being the first to occupy all 16 spaces of the opponent's starting position or having the most in the other player's starting area when either player has no legal move.&#10;&#10;Notaly it improves on some of the faults of the related game Grasshopper.&#10;&#10;Taken on its own, it is a game where every move to a player's own advantage is likely also to benefit the opponent. Therein lies the challenge.&#10;&#10;",2,2,30,30,7.0,0.0,3
4897,Shake Up,1997,"Shake Up is a game of dice rolling for 2 to 4 players, where certain combinations allow you to advance your pawns up a stepped pyramid.&#10;&#10;On their turn, a player rolls all four dice. They may roll up to three times, re-rolling all, some, or none of the dice.&#10;&#10;&#10;     If you roll 4 of a kind, or a run of four (aka a small straight - 1, 2, 3, 4 or 2, 3, 4, 5 or 3, 4, 5, 6) you can move a pawn up a level, and either take another turn, or move one of your opponent's pawns down to the lowest level. If you roll one of these combinations on your first roll, you may move a pawn, move your opponent's pawn, and take another turn.&#10;&#10;&#10;&#10;     If you roll 3 of a kind, a run of three, or two pairs, you may move a pawn up a level.&#10;&#10;&#10;&#10;     If you roll a pair, you may not move a pawn, but are not penalized. Your turn ends.&#10;&#10;&#10;&#10;     If you do not roll any of these combinations, you must move your highest pawn down to the starting level.&#10;&#10;&#10;Pawns can only be moved to the next level if there are at least two pawns on the starting level. (The lowest pawn may move up without needing another pawn.)&#10;&#10;Each step of the pyramid has one fewer spot for a pawn, so a pawn must go on ahead, or be left behind, making for some strategy and tension.&#10;&#10;Once you reach the top, you drop your pawn through a hole, and it is safe. It can no longer be moved back down to the starting level. The first player to get all five of their pawns to the top wins the game.&#10;&#10;",2,4,30,30,5.33774,5.49562,53
216104,Payoff Pitch Baseball: 1979 Cards,2013,Payoff Pitch Baseball: 1979 Cards is a set of 941 cards &mdash; including players and parks &mdash; printed on high-gloss heavy cardstock for use with the Payoff Pitch Baseball base game.&#10;&#10;L/R splits on batter cards as with all Payoff Pitch Baseball sets.&#10;&#10;,1,2,25,60,10.0,0.0,2
166428,W.W.B: Deckbuilder,2014,"W.W.B: Deckbuilder was one of a number of games that was to go in the W.W.B Deluxe Set that never got published.  It is a deckbuilding cardgame utilizing the cards from W.W.B.&#10;&#10;In the game, the cards had different values from $1 to $25 dollars.  Players started off with a single hand of 5 $1 cards.  During their turn, they could buy one card from the available remaining cards that were left, put it in their discard pile with the cards in their hand and deal 5 more cards, reshuffling when their deck was empty.  Play continued until all cards were gone.  Player with the most expensive deck at the end of the game won.&#10;&#10;",2,5,0,0,1.0,0.0,1
85699,Moleko,1998,"See molecules take shape before your eyes!&#10;&#10;Each player builds the model of the molecule represented on the molecule card which he has drawn.  The playing pieces are moved around the board from the starting square by die roll, in the direction of the player's choice.  In each case, the action on the space is taken, allowing players to obtain atoms or bonds, discard components, or draw individual or collective event cards.&#10;&#10;Has anybody made one of the target molecules?  The first player to finish has the right to compare his molecule with the ones listed on the objective card.  If none of the target molecules has been constructed, he is in a position to create mischief for the other players.&#10;&#10;(Paraphrased from the back of the box.)&#10;&#10;",2,4,60,60,5.75,0.0,2
132028,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012,"Awakening the Bear is the first game in the multi-award winning Conflict of Heroes series. In it, players control individual squads and tanks to resolve the same tactical dilemmas and decisions that commanders faced during some of the most ferocious engagements of WWII.&#10;&#10;CoH features a fast and fluid system that is easy to learn but realistic to all of the unique theaters of battle portrayed. &#10;Fun: Quick simultaneous play allows players to interact without waiting.&#10;Easy: Teach a new player how to play in under 5 minutes. No charts!&#10;Historically Accurate: Portrays realistic forces and tactics.  &#10;Counters: Depict individual vehicles, airplanes, guns, squads and more. &#10;Consistent: Each game in the series uses the same rule system.&#10;&#10;2nd Edition includes all new artwork, more units & firefights.&#10;This thread discusses the differences between 1st and 2nd edition in more detail.&#10;&#10;",2,4,60,180,7.91945,6.59857,1910
85363,Troll Robot Arena,2010,"Five players take the rolls of Trolls - the deep thinkers.&#10;&#10;With big brains, but large hands, only plans not robots can be formed. Thus they rely on Goblins and Igors to do their bidding.&#10;&#10;Creating part after part in a cooperative way, always on the look out for a backstabbing move by a fellow play the game at first begins with worker placement and strategy.&#10;&#10;In the second phase the players bet on the outcome of the third phase: the Battle phase!&#10;&#10;Card directed combat with dice to boost!&#10;&#10;To finish a round, the players can brag about the outcome and collect their healthy win of 'Shrooms.&#10;&#10;Build. Bet. Battle. Booyah!&#10;&#10;The game for the troll. A game for the euro gamer. A game for the AT fan.&#10;&#10;Created for the ""PnP Summer Contest - Confuse A GAMER!"" Contest - held by Rudolf Aligierski.&#10;&#10;",2,5,90,90,0.0,0.0,0
22124,Transportation,2006,"The aim of the game is to become the wealthiest player by collecting as many goods as possible from the other five ports using vehicles and then to exchange the goods collected for payment.  The faster you can get round the board - within the speed limits - the more money you can earn.&#10;&#10;There are two types of goods, general goods (all one color) and dangerous goods (white with a colored cap).  A player can only collect one item of goods per port visit and vehicles have capacity limits.  Both types of goods cannot be carried at the same time.  Dangerous goods also require a dangerous goods license.&#10;&#10;At the end of the game the wealthiest player is determined by adding each player's total assets, including goods (at market value), vans and lorries (at value less finance costs), licenses, passes and contracts.&#10;&#10;",2,6,60,60,5.0,0.0,1
16574,Mut zur Mücke,2001,"This game is based on a German expression which refers to someone who tends to exaggerate when telling a story.  Literally, the expression would say ""Don't convert a midge (mosquito) into an elephant.""  This is the aim of this game.  Whoever is the first to convert their midges into elephants wins the game.&#10;&#10;&lt;!-- Entry audited by (nsolitander) (13-08-2009) --!&gt;&#10;&#10;",2,4,15,15,3.5,0.0,2
168332,Cross Lanes,2013,"In Cross Lanes, place your card at a 90 degree angle covering a card value that is one higher or one lower than the value of your card. Cover two halves in any orientation and score a Spare or a Strike. Be the first player to place all of your cards and win the game. Be careful if you don't have a play or a Gutterball may be headed your way!&#10;&#10;",2,4,20,20,6.0,0.0,4
