BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings,Mechanics,Categories
196364,The Dumping Ground,N/A,"The Dumping Ground is a suite of multiplayer games thematically linked to the key characters, locations and events of the TV series.&#10;&#10;The suite allows the player to create their own avatar in the style of Nick Sharratt&rsquo;s original series illustrations, before selecting an opponent to battle in a series of head-to-head challenges:&#10;&#10;    Cool Pool &ndash; A fun and frenetic strategy game, Cool Pool takes the basic rules of pool and creates a new and exciting arcade experience&#10;    Tricky Trapdoors &ndash; Protect your counters from falling through the trapdoors whilst trying to bash your opponents down them&#10;    Dessert Drop &ndash; Slide your choice of desserts down the kitchen table to get as close to the end as possible. A cross between Shove Ha&rsquo;penny and Coin Drop with a load of messy fun thrown in!&#10;    Roller Round Up &ndash; Don your roller skates and navigate a course through the Dumping Ground, avoiding Mike and Gina who run the home. Race to collect a range of Dumping Ground goodies &ndash; first to three wins!&#10;&#10;&#10;The player has the opportunity to play against the the full cast of Dumping Ground characters as well as challenge their BBC Connected Friends or random opponents. Each Dumping Ground character featured in the games has different playing abilities depending on their personality traits in the show.&#10;&#10;Unique to this suite is a &lsquo;taunts&rsquo; system allowing players to interact with their favourite characters from the show, as well as converse safely with friends. We also created a fully-featured leaderboard and achievement system which is used to extend play and reward alternative play styles respectively.&#10;&#10;Alongside the challenge of creating fun and replayable games to a tight deadline, the BBC required core integration into their Games Grid framework and new Connected Friends &lsquo;social layer&rsquo; enhancement. Preloaded worked closely with the BBC tech teams to develop the frameworks concurrently, ensuring joined-up production and delivery. This integration has allowed for a full multiplayer experience which is the first benchmark example of working with the BBC&rsquo;s new framework.&#10;&#10;The Dumping Ground has been an ambitious project with significant creative and technical challenges which we have answered through close collaboration with the team at the BBC. We&rsquo;re hugely proud of the results and look forward to engaging fans of the show both during and after the series is broadcast.&#10;&#10;Source: The Developer Website.&#10;&#10;",1,2,N/A,N/A,0,0,0,[],[]
238604,"Yotta News (Volume 2, Issue 10 - Oct 2009)",N/A,"Yotta News&#10;Volume 2, Issue 10&#10;October 2009&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
281420,Extra Credit Magic Knights,2019,"Extra Credit Magic Knights is a co-operative, medium-weight game in which each player takes on the role of a Magical Knight tasked with defending the city. Drawing inspiration from Mahou Shoujo and other anime, you get to take on the role of a teenager forced to balance school, living your normal life, and saving the world from destruction at the hands of the Dark Knights and their monstrous allies.&#10;&#10;Each game you generate a character from an Ability and a Source of your power. You can then even coordinate with others to get a costume that synergizes to give you that extra edge in combat. Each of you needs to balance your Grades, Skill, and Fun, with bonuses for getting them high and terrible ramifications of them getting too low. You're going to need teamwork and friendship to have a chance!&#10;&#10;Each week you start your plan of what you'll be doing, only for Events to arise partway through planning, potentially interrupting your plans. Manage your resources, plan for the unexpected, and prepare yourself to do battle against the dreaded enemies.&#10;&#10;The Monsters, Events, Magical Girl Abilities and Sources, and the Dark Knights are randomized every time you play, allowing for countless possibilities!&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,4,45,90,0,0,0,"['Action Points', 'Action Queue', 'Cooperative Game', 'Simultaneous Action Selection', 'Variable Player Powers']","['Adventure', 'Fantasy']"
236070,100 Wolf Themed Names for all RPGs,2017,"Publisher's blurb:&#10;&#10;This list of 100 authentic real world Names, that will help furnish your Players and NPCs with interesting wolf inspired names and add a bit of lupine flavour to your games!&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
264133,Folklore: The Affliction – Giant Scorpion Promo Card,2018,"This promo card adds a new animal companion to the game.&#10;&#10;""You may make 2 attacks during skirmishes. Exhaust to put a corrosion token on a foe that just hit you.&#10;Animal (Meele)""&#10;&#10;The card ID is C0#FX03&#10;The promo card was available at Spiel 2018 in Essen.&#10;&#10;This promo was also included in the Folklore Missing Card Pack (GNEFL47).&#10;&#10;",1,5,90,120,7.875,0,16,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Horror', 'Miniatures']"
131009,Drow Treachery (Fortune Cards),2012,"Publisher's blurb:&#10;What Are Friends For?&#10;&#10;To survive the perils of the Dungeons & Dragons Roleplaying Game, you need to keep your friends close... and betray them when the time is right. Drow Treachery cards boost your chance of survival, often at the expense of your adventuring companions. Try them out in the Dungeons & Dragons Encounters in-store play program!&#10;&#10;Each Drow Treachery booster pack contains 8 randomized cards from a complete set of 80 cards, as well as instructions for how to use the cards in play.&#10;&#10;",N/A,N/A,N/A,N/A,5.1875,0,4,[],[]
45001,Magic Item Compendium,2007,"from the back cover:&#10;&#10;More Magic Items Than You Can Fit In A Bag of Holding&#10;&#10;Within this tome you'll find over 1000 of the best magic items created for the Dungeons & Dragons game, including of new low-cost items. In addition, this supplement contains rules for augment crystals, which grant new abilities to existing magicitems, and item sets, which provide collection benefits when you have all the items in a set. This tome also presents new and improved rules for item creation, an updated treasure generation system, and more!&#10;&#10;",N/A,N/A,N/A,N/A,7.17969,6.77891,64,[],[]
88403,Tigele,2010,"Tigele is the first volume of a 4 volume game/game system. Tigele like the other Volumes is a standalone game. Meaning as it comes out of the box,  it is a working game. Tigele may be added to other volumes as an expansion. Or the other volumes may be added to it, in part or whole, as expansions. Or this volume may be mixed with parts of the other volumes to form whole new games.&#10;&#10;Tigele is a battle strategy game made up of 100 tiles comprised of 72 pictographs forming just several tile types. the game was played by a small community of individuals in the North west corner of Montana for almost 20 years. Slowly evolving into this publish version. (Long cold winters and beer)&#10;&#10;Oddities of the game:&#10;1) We call the game a board game, even though it is a tile game; because, the tiles in part make up the playing area, a 10 X 10 layout of tile we call a field. The field is comprised of two opponents laid out in 10 X 5 (1/2 the field we call the courts). That area once established remains a constant grid for play throughout the game. Thus the tiles making a randomized board.&#10;&#10;2) The tiles used above are the playing board and the playing pieces.&#10;&#10;3) The game uses the relationships of one tiles to another as a mechanic to manipulate luck, and unforeseen or uncontrolled  events. This also encourages ever developing tactics and interpersonal strategies (more so when later volumes are played in concert with one another).&#10;&#10;4) The box instructions gives two player mode instruction. but the game plays up to 4 players in the Volume One level. The 3 and 4 player modes of play are suggested on our web site.&#10;&#10;5) The game was designed for two primary reasons. To help keep the designer brother out of trouble and as a model of one basic form of social political behavior...Don't ask me.&#10;&#10;6) Hard rules augmented with a few soft rules. the soft rules force personal interaction and create a fog of war atmosphere...again don't ask me...it just works.&#10;&#10;7) Players on your side of play may or may not really be playing on your side.&#10;&#10;8) The game uses its art as a fog of war mechanism.&#10;&#10;9) The game has a slight learning curve; but the game is basic in  play.&#10;&#10;",0,0,0,0,4.5,0,2,"['Area Majority / Influence', 'Modular Board', 'Tile Placement', 'Variable Player Powers']",['Fighting']
115093,FlatOut 3: Chaos and Destruction,N/A,"FlatOut 3: Chaos & Destruction brings a new dimension to high speed destruction racing.&#10;&#10;Feel the adrenaline pulse through your veins as you barrel through insane race tracks against monster trucks, race cars, off road vehicles and much more.&#10;&#10;FlatOut 3: Chaos & Destruction is demolition racing at its extreme. Real world physics with 9 different game modes, and over 47 different vehicles available. Players may choose to race, smash and destroy their opponents in a wide variety of online and offline options.&#10;&#10;Lay waste to farm houses, fences, and then wreak havoc in a Detroit suburb, race up the walls in giant waste disposal sewers. Let the chaos begin as you race through over 60 different tracks, narrowly avoiding wrecking balls, Double Decker buses and much more.&#10;&#10;Create as much destruction in the all new monster tuck mode.&#10;&#10;Choose from 20 different playable characters, select your weapon from the 47 available vehicles! Create as much Chaos & Destruction! In stuntman mode anarchy rules create havoc with some rag doll fun.&#10;&#10;FlatOut 3: Chaos & Destruction offers more vehicles, game modes and different ways to demolish your opponents before crossing the finish line.&#10;&#10;Source: The Game Website.&#10;&#10;",1,16,N/A,N/A,1,0,1,[],[]
90195,"Polyhedron (Issue 70 - Vol. 12, No. 4)",N/A,"Cover art: Artist Clyde Caldwell illustrates a beautiful warrior - who has a very deadly sword. (from the contents page)&#10;&#10;This issue featured Sea Of Fire, Part II by Robert Farnsworth - The second part of an Oriental Adventures module.&#10;'Classifieds' was on the inside front mailing cover, 'Conventions' was on the inside back mailing cover, and a membership application for the RPGA was on the outside back mailing cover.&#10;&#10;",N/A,N/A,N/A,N/A,6,0,1,[],[]
38017,Journey to the West,2008,"""Card game for 2-4+ players based on the Chinese Legend Journey to the West.""&#10;&#10;As the players journey, they collect Strength cards and Weakness cards. Strength cards build up the player's power to overcome obstacles, while Weakness cards are used to undermine the opposing players.&#10;&#10;The object of the game is to have the most Victory Points once all of the Obstacle cards have been captured. Obstacles include foes such as the Dragon King of the East, Flesh Eating Demons, and the Nine Headed Bird Demon. The number of Victory Points received for overcoming an obstacle is based on the strength of the obstacle.&#10;&#10;",2,4,0,0,7,0,1,[],"['Ancient', 'Card Game', 'Fantasy']"
281425,プリウスレーシング (Prius Racing),2019,&#227;&#131;&#151;&#227;&#131;&#170;&#227;&#130;&#166;&#227;&#130;&#185;&#227;&#131;&#172;&#227;&#131;&#188;&#227;&#130;&#183;&#227;&#131;&#179;&#227;&#130;&#176; (Prius Racing) is a racing game in which you're trying to run over as little as possible. Be careful not to mistake the accelerator and brake!&#10;&#10;,2,6,30,30,5.83333,0,3,[],['Racing']
273211,Wizards Study Symbol Catalog,2004,"Publisher's blurb:&#10;&#10;The Wizards Study is a symbol catalog made for the serious student of the arcane. This catalog has everything you shall ever need for the budding wizard and his laboratory!&#10;&#10;Over 100 symbols are in this catalog. There's bookshelves, laboratory instruments, imprisoned creatures, and summoning circles.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
88251,On the Run,N/A,"User Summary&#10;&#10;You control a man in a spacesuit with a jetpack, manouvering him through a maze of tunnels. You have an hour to score as many points as possible. The tunnels are full of monsters, who move either randomly or in a programmed pattern. If they touch you, you lose time and when the timer reaches zero, the game ends. There are also items to pick up, giving you points and in one case, increasing your available time again.&#10;&#10;",1,1,N/A,N/A,0,0,0,[],[]
162988,Anonima Gidierre (Numero 84 - Aprile/Giugno 2014),N/A,Issue #84 of the magazine.&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
171092,Bioshock Infinite: The Complete Edition,N/A,"Bioshock Infinite: The Complete Edition includes the main game, both of the Burial at Sea DLC, the Early Bird Special Pack (""exclusive"" gear not found elsewhere), Clash In the Clouds DLC (allows you to fight for money which can then be used to ""upgrade"" your museum), and an Upgrade Pack (gives you a few extra items at the start of the game).&#10;&#10;All content is on-disc, no connection to the PSN/XBLA stores required or codes to redeem.&#10;&#10;&#10;Microbadges: &#10;&#10;",1,1,N/A,N/A,7.66667,0,3,[],[]
211462,A Simple Job (5E),2016,"From publisher blurb:&#10;&#10;It was supposed to be a simple job...&#10;&#10;A strange merchant offers you a simple job &ndash; pick up and deliver cargo. You have three days to get it a mere fourteen miles through the city. How hard could it be?&#10;&#10;A Simple Job is a journey through the city of Anduria, a cascading series of events that takes the heroes to explore strange locales and bargain with even stranger creatures. What secrets does the city hold, buried away for countless centuries?&#10;&#10;A Simple job is a 5th Edition adventure for 3rd level characters and is the first adventure for the What Lies Beyond Reason Adventure Path.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
219130,La Quête de l'Epée d'Argent,2008,"Une courte aventure pour quatre &agrave; six personnages joueurs de niveau 2 &agrave; 3&#10;&#10;From the introduction:&#10;&#10;Dans cette aventure, un groupe d'aventuriers d&eacute;butants doit venir en aide au petit village de Torlynn. Ce village est myst&eacute;rieusement tomb&eacute; sous le joug d'une mal&eacute;diction, une mal&eacute;diction qui maintient la r&eacute;gion dans un hiver perp&eacute;tuel. Le burgomaster de Torlynn a d&eacute;couvert que la cr&eacute;ature responsable se cache dans des ruines pr&eacute;s de Torlynn, mais il est bien incapable de s'en occuper lui m&ecirc;me. Tous ceux qu'il a envoy&eacute;s la bas auparavant ne sont jamais revenus.&#10;&#10;User summary:&#10;&#10;A fan-made, abridged, French-language translation, and system conversion of Quest for the Silver Sword.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
6932,Hi Ho! Cherry-O,1960,"Hi Ho! Cherry-O is a children's game which primarily teaches turn-taking and counting. Player spin a central spinner which dictates winning or losing cherries. The winner is the first player to get 10 cherries into their bucket.&#10;&#10;The game was updated in 2007 and now includes rules for cooperative play.  In the cooperative game, players work together to pick all of the fruits before the bird eats them.  A nine-piece puzzle represents the bird.  The cooperative game very closely resembles Orchard.&#10;&#10;",2,4,10,10,3.60305,4.77393,1258,"['Cooperative Game', 'Roll / Spin and Move']","[""Children's Game"", 'Farming']"
41917,Aces in the Pot,0,"This is a simple game for two or more players, played with two dice and two counters (e.g. coins) per player.&#10;&#10;Roll one die to see who goes first.  Then players take turns (clockwise) rolling two dice.  If either die displays a 1 (an ""ace""), a counter is put in the pot (that is, in put in the middle of the table).  If two 1s are thrown, two counters are put in.  If either die displays a 6, both dice and one counter are passed to the player on the thrower's left.&#10;&#10;A player without counters cannot roll the dice, and thus merely passes them on.  (He or she is not out of the game, however, since  he or she will receive a counter if the player on the right rolls a 6.)&#10;&#10;Play continues until there is only 1 counter left outside the pot.  The player with this counter makes three consecutive rolls.  If he or she does NOT roll a 6, then he or she has won.  If, though, a 6 is rolled, the counter and the dice are passed to the player on the left, who in turns rolls three times.  And so on. The first player to roll three times without a 6 wins the game.&#10;&#10;Despite being entirely luck-based, the game is fun on account of its dramatic twists and turns and come-from-behind wins.  The luck is an equalizing element that makes this game especially suitable to play with children&#10;&#10;Source: R. C. Bell, Board and Table Games from Many Civilizations&#10;&#10;&#10;",2,8,15,15,4.03714,0,7,['Dice Rolling'],['Dice']
71932,Beyond the Ice Palace,N/A,"User summary&#10;&#10;An action arcade game not unlike the arcade classic ""Ghosts'n'Goblins""; the player runs and jumps around in a scrolling envorinment, throwing knives and swords at the enemies, trying to reach the stage end and finally defeat the boss.&#10;&#10;Individual credits:&#10;Nick Jones: program (C64)&#10;Tim Moore: program (Amiga)&#10;David Perry: program (CPC)&#10;Ian Upton: program (Spectrum)&#10;David Whittaker: music&#10;&#10;",1,1,N/A,N/A,7,0,1,[],[]
50789,The Last Days of Constantinople,2001,"From the back cover of the book&#10;April 1453. For a thousand years, the Byzantine Empire has been cicilization's guardian, carrying on Rome's legacy. Now 100,000 battle-hardened Turkish warriors have surrounded the great city and are making ready to storm its mighty walls.&#10;A D20 adventure for 1st through 3rd level characters, from the scripter of the best-selling computer games Panzer General 2 and Silent Hunter 2 (SSI). Find the young empress - if she ever exists. Stand alongside the last Roman emperor in a climatic fight to the death. Fight Vlad the Impaler, nastiest of the Sultan's allies. Meet the Eastern most exotic temptress. Wield new weapons: Greek Fire, arquebuses, and the Great Cannon. And as the Turks pour into the breaches, opportunities to hack abound. A stand-alone adventure, or use its detailed background as source material for your own campaigns!&#10;&#10;",N/A,N/A,N/A,N/A,6,5.63757,9,[],[]
145214,Bats,2012,"From publisher blurb:&#10;&#10;Bats is a Bestiary article.&#10;&#10;Bats are feared by many, in part because they have long been associated with witchcraft, darkness, and evil. This bestiary article describes the habitat and physical attributes of H&acirc;rnic bats, with full H&acirc;rnMaster stats.&#10;&#10;The article also gives full information on rabies, ""The Wreaker's Madness,"" and how to reflect its effects in H&acirc;rnMaster.&#10;&#10;",N/A,N/A,N/A,N/A,6,0,1,[],[]
225279,Lost in the High Forest,2017,From the introduction:&#10;&#10;This adventure module expands on the brief material contained in chapter 3 of Storm King's Thunder concerning the High Forest and Shadowtop Cathedral.&#10;&#10;User summary:&#10;&#10;For 6th level characters.&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
825,Screaming Eagles,1987,"Screaming Eagles is a jet fighter dogfight with a unique board that allows for some bizarre moves. Players control 1 or 2 fighters and try to shoot each other out of the sky. Movement direction is determined by card play, and movement distance is determined by die roll. When your fighter moves off the front edge of the board, it ""loops"" to the back of the board and continues. If you successfully position your jet behind an enemy, open fire with you cannon or a missile.  Damage is assessed by a die roll, and multiple hits are needed to bring down a plane unless a(n un)lucky shot strikes the cockpit or fuel tank. This is simple game that plays at jet speed!&#10;&#10;",2,4,20,20,6.0551,5.57026,386,"['Dice Rolling', 'Simultaneous Action Selection', 'Team-Based Game']","['Fighting', 'Wargame']"
289616,Everspace 2,N/A,"User Summary&#10;&#10;Set in a persistent open world, it is driven by a captivating sci-fi story that picks up shortly after the events of the predecessor.&#10;&#10;",1,1,N/A,N/A,6.75,0,4,[],[]
175004,The Dracula Dossier: Director's Handbook,2015,"Four Generations of EDOM&#10;&#10;For years, it has been a legend. Somewhere in the dusty archives of MI6 is the complete version of Bram Stoker&rsquo;s novel Dracula &mdash; the unredacted version. The full story revealed clear pointers to the sources and methods the Service used in Operation EDOM, an 1893 mission that sent a bold agent deep into the Balkans to awaken and then terminate a very dangerous asset indeed.&#10;&#10;But the termination didn&rsquo;t take. In 1940, desperate to stop Hitler&rsquo;s march through Europe, the Service reactivated EDOM, and reanimated their Transylvanian asset. Once more, they found they had bitten off more than they could chew, and in the chaos of wartime Romania they put him to sleep. Or so they thought.&#10;&#10;In 1977, MI6 discovered that they weren&rsquo;t the only players in this game. Their asset had left his own sleepers behind in Moscow and Romania &mdash; and in London &mdash; and inside MI6. The Service had to reopen EDOM, awaken Dracula again, to find his agents in their own ranks &mdash; or so they said. Perhaps that reawakening was the sleeper&rsquo;s doing, too. Perhaps the Count never slept, not as the Service thought.&#10;&#10;In 2011, looking for a terror great enough to fight terror, MI6 once more reached for EDOM. Once more, Dracula reached back. That&rsquo;s how you found the EDOM case file: the Dracula Dossier.&#10;&#10;Three Generations of Intel&#10;&#10;The edition of Dracula you found is more than complete &mdash; it&rsquo;s annotated. MI6 analysts and EDOM field men kept notes in the margins of their priceless copies of Stoker&rsquo;s work, notes from 1940, from 1977, and from 2011. Notes collated into one master case file, a file that vanished in 2011. The file you found. This is the dossier you must decipher to find the secrets of EDOM, to reveal who betrayed the 1893 operation, to discover who in MI6 still serves Count Dracula today.&#10;&#10;And then, you must follow those clues to end the story once and for all, to close EDOM forever. You must find, hunt, and kill Dracula, the king of the vampires.&#10;&#10;Your Generation of Horror&#10;&#10;The Dracula Dossier follows in the fully improvisational path of the award-winning Armitage Files campaign. Players follow up leads in the margins of Dracula Unredacted, chasing down the real characters from Stoker&rsquo;s novel, their descendants in the present, and the British agents caught in the backblast.&#10;&#10;Combine these leads and notes with pre-prepared elements such as conspiracy nodes, eerie locations, and vampiric beasts. The dossier contains over 40 supporting characters in vampiric, heroic, or in-between versions. Different versions of the real Mina Harker, Abraham van Helsing, and the other stars of Stoker&rsquo;s novel &mdash; and their modern-day successors, descendants, and survivors &mdash; can drive the story in any direction the players look.&#10;&#10;Players choose which leads to track, which scarlet trail to follow. The Director, using the clear step-by-step techniques in this book, improvises a suitably blood-soaked thriller in response to their choices. Clear advice to players and Directors on improvisation, with extensive examples and guidelines, helps you set the scene. Together, you will read and write your own unique version of the Dracula Dossier &hellip;&#10;&#10;if you survive.&#10;&#10;",N/A,N/A,N/A,N/A,9.26471,6.94665,17,[],[]
49756,Beyond the Core,1987,"""Beyond the Core: The Worlds of Frontier Zone Five"" is a Space Master Campaign Module and includes three adventures, extensive geographical and historical background, a list of definitions, and various maps and illustrations.&#10;&#10;Ararice and distrust are common in Frontier Zone Five.&#10;&#10;",N/A,N/A,N/A,N/A,4,0,1,[],[]
189125,République - Episode 2: Metamorphosis,N/A,"You receive a desperate phone call from Hope, a young woman trapped within a shadowy totalitarian state. Using a stolen phone, she calls and begs you to hack into the nation&rsquo;s surveillance system, assume control, and help her escape from the clutches of the omnipresent Overseer.&#10;&#10;Source: The Publisher Website.&#10;&#10;",1,1,N/A,N/A,9,0,1,[],[]
131086,Takahashi Naoko no Marathon shiyouyo!,N/A,User Summary&#10;&#10;A marathon running game featuring the long-distance champion Takahashi Naoko.&#10;&#10;,1,1,N/A,N/A,0,0,0,[],[]
116732,Kart sur Glace: White Kart,2012,"An extension for the game ""Kart Sur Glace"". These many small extensions to add together or not in the game.&#10;&#10;- one more Kart (you can play to 6 players)&#10;&#10;- 6 Bonus like...&#10;""Wind"" : opposing karts turned upside&#10;""SnowStorm"" (malus): reverse its position with the last of the race&#10;""Twister"": you add and move a token ""Twister"" or move a token already present (you lose a card Action if you hit a token ""Twister"")&#10;&#10;- 6 new ""MegaPowwaa"" for the 6 karts&#10;Now, you choose a card ""MegaPowaaa"" from the two cards available.&#10;Examples: &#10;Orange: mechanical arm // telekinesis&#10;Red: scrambler // scanner&#10;&#10;- new type of game : &#10;Kart Ghost&#10;In turn, all players can move free ""kart ghost"". &#10;If it hits a kart, the kart is on the roof.&#10;&#10;&&#10;&#10;Kart Flag &#10;A team game, like the ""Catch Flag"" in Paintball or ""LaserQuest""&#10;&#10;- Pit Stop Card:&#10;Fill card ""bonus"" and take a ""Action Card""&#10;&#10;- White Card (Bonus & Mega Powwaa):&#10;for your imagination...&#10;&#10;",2,6,30,30,6.66667,0,3,"['Action Points', 'Simultaneous Action Selection', 'Variable Player Powers']","['Action / Dexterity', 'Expansion for Base-game', 'Humor', 'Racing']"
96334,Switching to Guns (Issue XXII - Mar 2009),N/A,"&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Contents:In this final issue of the Ashford Valley's character, I'm going to talk about races and attitudes. After this issue, I&rsquo;ll be focusing on Ashford's towns.&#10;&#10;Changes in Attitudes&#10;&#10;     Country mouse, city mouse&#10;     Ashford, shining Ashford&#10;     Tradetown, like a fire in your guts&#10;     Weary Clifton&#10;     Sooton and thuggery&#10;&#10;&#10;Races and racial issues&#10;&#10;     Mortal men, doomed to die&#10;     Elven kings and archers&#10;     Heart of stone, the dwarf&#10;     Happy halflings&#10;     Humanoids&#10;&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
233225,CAPCHA!,2017,"The animals have escaped from the zoo, and you want to recapture them before other zookeepers do!&#10;&#10;Your goal in CAPCHA! (&#227;&#131;&#154;&#227;&#130;&#162;&#227;&#129;&#163;&#227;&#129;&#168;&#239;&#188;&#129;) is to be the first player to capture either all seven different animals or four animals of the same type. The deck consists of 56 cards, with eight copies of the seven animal types. To play, you have a 3x3 field of animal cards face down on the table. If you reveal an animal that matches a card in hand, you've made a match, can use the special effects of the card, and can keep looking.&#10;&#10;You can also make matches on other players' turns, depending on the cards you hold. The 3x3 field of animal cards is replenished at the end of each turn, so keep track of who lies where if you want to be a capture captain.&#10;&#10;",2,5,5,15,7.33333,0,9,['Memory'],"['Animals', 'Card Game']"
285595,Far Encounters: Vanity Rose yacht,2019,"From publisher blurb:&#10;&#10;A ship specifications and deck plan booklet for the Vanity Rose starship and subcraft.&#10;&#10;Supplement provides background writeup, detailed specifications for the ship with Cepheus Engine rules, 1m grid vector deckplans for each deck, FSpaceRPG overview specs and writeup, hex counters and basemap for use in starship tabletop encounters. Background information on crew of one of the vessels is provided, along with information regarding how to use it with some Far Frontiers product books and other gaming universe situations.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
163263,Sea Kings,2015,"Land, Wealth and Fame.&#10;&#10;This is what inspired Vikings to travel far from home. Fighting dangerous seas, foes and each other. They would go anywhere, anytime and in any weather.&#10;&#10;The Viking leaders of these expeditions were called Sea Kings because of their skills in traveling uncharted waters to destinations few knew. And they wanted to be King, back in their home lands. To fulfill their ambitions, they raided, traded, and settled far away lands to attract followers in their quest to become King. And some succeeded.&#10;&#10;You are one of the Viking leaders seeking fortune in the unknown with your long boat and crew. Do you have what it takes to be a great Sea King by making new discoveries, settling hostile lands, crafty trading, and raiding with the fierceness of a Norseman? If so, seek the throne and make it yours.&#10;&#10;",2,6,45,45,5.41977,5.49687,43,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Open Drafting', 'Variable Player Powers']","['Adventure', 'Card Game', 'Dice', 'Educational', 'Exploration', 'Medieval']"
115534,Action Reflex,N/A,"From the instructions&#10;&#10;You'll need lightning reflexes to control the bouncing ball as it speeds round a series of mazes.  But it's not as simple as it sounds.  The mazes contain many obstacles which have been designedto stretch both your mental and gameplaying skills to the limit.  Whether you're soaring over walls or crossing unleapable stretches of water you can't avoid the relentless ticking of the stopwatch.......and don't take ANYTHING for granted!&#10;&#10;THE OBJECT OF THE GAME&#10;The object of the game is to complete all skill levels, each of which contain three 25-screen mazes.  Each maze must be completed within the time limit.  If at any stage the ball is destroyed, a time penalty is imposed, thus reducing your chances of completing the game.&#10;&#10;",1,1,N/A,N/A,0,0,0,[],[]
201998,TITechCorp Equipment Flyer #1,2016,"From publisher blurb:&#10;&#10;Are you tired of you agents having inferior weapons?&#10;&#10;Tired of you lackeys falling like flies to the superheroes of the world?&#10;&#10;Tired of those dim witted Until agents having better equipment than you agents?&#10;&#10;Then you have come to the right place here at TITechCorp we are dedicated to creating the best weapons, armor and other equipment money can buy.&#10;&#10;So stop by today and pick up the latest blaster or force belt and get a jump on those pesky do-gooders.&#10;&#10;And remember your satisfaction is guaranteed or we won&rsquo;t see you again.&#10;&#10;Small list of equipment to add to your Champions campaign includes Hero Designer files.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
136305,Mad Rush Rally,2013,"Track Design to the Finish Line!&#10;&#10;Mad Rush Rally is a game where you take turns building the track while you're racing on it! This allows you to create the track to suit your own strategy. You can even design your own short-cut to jump to first place!&#10;&#10;Players gain insane and fun-to-use items; Items like the Booster, which let's you jet ahead of the competition; the Dodge Ball, which whacks your friend into missing their next turn; the Squirrel, which creates a roadblock forcing players to change course; or the Bomb which decimates the track and all on it! Plus more items that shift the balance of the game! What's more, some items are left on the track to be used by or to hinder your friends, making each game even more unique.&#10;&#10;Mad Rush Rally offers a familiar but fresh experience combining kart racing inspired video games with a simple yet revolutionary map-building game mechanic that brings fun back to the table.&#10;&#10;",2,4,20,20,6.125,0,4,"['Area Movement', 'Grid Movement', 'Network and Route Building', 'Point to Point Movement', 'Tile Placement']",['Racing']
50875,The Unspeakable Oath (Issue 7 - 1992),N/A,"Subtitle: for Call of Cthulhu&#10;&#10;Volume 2, Number 3, Fall 1992&#10;&#10;Cover by Blair Reynolds&#10;&#10;This issue complements Issue 6 which included significant rules suggestions and changes for CoC 5e. Material left out from that issue is presented here. It also has one of the first mentions of Delta Green, presented as an organization in the ""Convergence"" scenario included. That scenario is also notable for having a sound file available online for use in the game, one of the earliest such supplementary materials of that kind.&#10;&#10;The table of contents is detailed in the Article list below.&#10;&#10;",N/A,N/A,N/A,N/A,8,0,3,[],[]
28123,Mytteriet på Bounty,0,"A game based on the Mutiny on Bounty. &#10;The players starts with 120 points each and the goal is to keep as many of the points as possible. As the players roll the die and move around the board (following the route of the ship) they earn and loses points based on where they land. &#10;The player with the most points at the end, wins.&#10;&#10;This is Damm game number 336.&#10;&#10;",2,6,0,0,0,0,0,['Roll / Spin and Move'],['Nautical']
